facility_group,risk_clean,code_era,violation_number,violation_title,n_failed_inspections
Grocery Store,Risk 3 (Low),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,303
Childcare / Daycare,Risk 1 (High),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,302
Restaurant,Risk 2 (Medium),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,301
Grocery Store,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",299
School,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,297
Grocery Store,Risk 3 (Low),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",295
Grocery Store,Risk 3 (Low),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,295
Childcare / Daycare,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",292
Childcare / Daycare,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,290
Restaurant,Risk 1 (High),2018_code,35,APPROVED THAWING METHODS USED,290
Restaurant,Risk 2 (Medium),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,288
Restaurant,Risk 1 (High),2018_code,8,HANDS CLEAN & PROPERLY WASHED,286
Grocery Store,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",284
School,Risk 1 (High),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",283
Grocery Store,Risk 3 (Low),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,280
Grocery Store,Risk 2 (Medium),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,277
Grocery Store,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",277
Grocery Store,Risk 3 (Low),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,277
Long Term Care / Health,Risk 1 (High),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",276
Grocery Store,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,274
Grocery Store,Risk 2 (Medium),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,273
Grocery Store,Risk 2 (Medium),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,271
Grocery Store,Risk 1 (High),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,269
Grocery Store,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,267
Restaurant,Risk 1 (High),2018_code,29,COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP,267
Restaurant,Risk 2 (Medium),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",266
Grocery Store,Risk 1 (High),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",264
Childcare / Daycare,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",263
Grocery Store,Risk 2 (Medium),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,257
Grocery Store,Risk 1 (High),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,256
Grocery Store,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",255
Grocery Store,Risk 1 (High),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",253
Grocery Store,Risk 2 (Medium),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",252
Restaurant,Risk 1 (High),2018_code,14,"REQUIRED RECORDS AVAILABLE: SHELLSTOCK TAGS, PARASITE DESTRUCTION",250
Childcare / Daycare,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,249
Childcare / Daycare,Risk 1 (High),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",249
Grocery Store,Risk 2 (Medium),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,248
Restaurant,Risk 2 (Medium),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",247
Restaurant,Risk 2 (Medium),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,247
Grocery Store,Risk 1 (High),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,246
Grocery Store,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,246
Grocery Store,Risk 3 (Low),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,243
Grocery Store,Risk 1 (High),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",239
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",237
School,Risk 1 (High),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,236
Grocery Store,Risk 2 (Medium),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,233
Restaurant,Risk 1 (High),2018_code,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,231
Restaurant,Risk 1 (High),2018_code,15,FOOD SEPARATED AND PROTECTED,229
Grocery Store,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,228
School,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,228
Restaurant,Risk 2 (Medium),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,227
Childcare / Daycare,Risk 1 (High),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",225
Restaurant,Risk 2 (Medium),2018_code,40,PERSONAL CLEANLINESS,224
Long Term Care / Health,Risk 1 (High),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",222
Grocery Store,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",221
Grocery Store,Risk 2 (Medium),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",220
Childcare / Daycare,Risk 1 (High),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",219
Grocery Store,Risk 2 (Medium),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",216
Grocery Store,Risk 3 (Low),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,214
Long Term Care / Health,Risk 1 (High),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",212
Grocery Store,Risk 3 (Low),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",210
Grocery Store,Risk 2 (Medium),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,209
Restaurant,Risk 2 (Medium),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",209
Long Term Care / Health,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",206
Childcare / Daycare,Risk 1 (High),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,204
Restaurant,Risk 2 (Medium),pre_2018_code,43,"FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED",203
Childcare / Daycare,Risk 1 (High),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,199
Restaurant,Risk 1 (High),2018_code,64,MISCELLANEOUS / PUBLIC HEALTH ORDERS,197
Long Term Care / Health,Risk 1 (High),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",196
Restaurant,Risk 2 (Medium),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,196
Restaurant,Risk 2 (Medium),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,194
Bakery,Risk 2 (Medium),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",194
School,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,192
Restaurant,Risk 1 (High),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",188
Bakery,Risk 2 (Medium),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",187
Long Term Care / Health,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,185
Bakery,Risk 2 (Medium),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",184
Grocery Store,Risk 1 (High),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,184
Grocery Store,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",183
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",180
Restaurant,Risk 1 (High),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",178
Grocery Store,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",177
Long Term Care / Health,Risk 1 (High),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",173
Restaurant,Risk 2 (Medium),2018_code,22,PROPER COLD HOLDING TEMPERATURES,172
Restaurant,Risk 1 (High),pre_2018_code,70,NO SMOKING REGULATIONS,171
Grocery Store,Risk 3 (Low),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,171
Grocery Store,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,170
Childcare / Daycare,Risk 1 (High),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",170
Long Term Care / Health,Risk 1 (High),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,170
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,169
Long Term Care / Health,Risk 1 (High),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,168
Bakery,Risk 2 (Medium),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",167
Grocery Store,Risk 3 (Low),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",166
Childcare / Daycare,Risk 1 (High),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,166
Restaurant,Risk 1 (High),pre_2018_code,39,LINEN: CLEAN AND SOILED PROPERLY STORED,165
School,Risk 1 (High),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",164
Grocery Store,Risk 2 (Medium),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",163
Long Term Care / Health,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,162
Restaurant,Risk 1 (High),2018_code,32,VARIANCE OBTAINED FOR SPECIALIZED PROCESSING METHODS,161
Restaurant,Risk 2 (Medium),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",161
Grocery Store,Risk 2 (Medium),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",160
Grocery Store,Risk 3 (Low),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",160
Grocery Store,Risk 1 (High),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,159
Restaurant,Risk 2 (Medium),2018_code,41,WIPING CLOTHS: PROPERLY USED & STORED,158
Long Term Care / Health,Risk 1 (High),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",155
Grocery Store,Risk 1 (High),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",155
Grocery Store,Risk 3 (Low),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",155
Grocery Store,Risk 2 (Medium),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",155
School,Risk 1 (High),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,153
Bakery,Risk 2 (Medium),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,151
Grocery Store,Risk 1 (High),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,151
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",150
Childcare / Daycare,Risk 1 (High),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",150
Childcare / Daycare,Risk 1 (High),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,149
Grocery Store,Risk 3 (Low),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",148
Restaurant,Risk 1 (High),2018_code,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",148
School,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",147
Grocery Store,Risk 1 (High),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,145
Bakery,Risk 2 (Medium),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",143
Restaurant,Risk 1 (High),2018_code,28,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED",142
Grocery Store,Risk 1 (High),2018_code,41,WIPING CLOTHS: PROPERLY USED & STORED,142
Grocery Store,Risk 1 (High),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",141
Bakery,Risk 1 (High),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",138
Childcare / Daycare,Risk 1 (High),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",138
Childcare / Daycare,Risk 1 (High),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,138
Grocery Store,Risk 2 (Medium),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",138
Grocery Store,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",136
Bakery,Risk 1 (High),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",135
Long Term Care / Health,Risk 1 (High),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",133
Bakery,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",132
Restaurant,Risk 2 (Medium),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,132
Restaurant,Risk 2 (Medium),pre_2018_code,22,"DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK",132
Grocery Store,Risk 2 (Medium),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",130
Grocery Store,Risk 1 (High),2018_code,23,PROPER DATE MARKING AND DISPOSITION,129
Bakery,Risk 1 (High),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",127
Grocery Store,Risk 1 (High),2018_code,58,ALLERGEN TRAINING AS REQUIRED,126
Grocery Store,Risk 3 (Low),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",125
Bakery,Risk 2 (Medium),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",121
Grocery Store,Risk 1 (High),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,121
Catering / Banquet,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",121
Grocery Store,Risk 3 (Low),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",120
Grocery Store,Risk 1 (High),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,120
Grocery Store,Risk 1 (High),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",119
Grocery Store,Risk 1 (High),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,119
Long Term Care / Health,Risk 1 (High),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,118
Restaurant,Risk 2 (Medium),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,117
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",117
Bakery,Risk 1 (High),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",117
Childcare / Daycare,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,116
Bakery,Risk 2 (Medium),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",115
Catering / Banquet,Risk 1 (High),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",115
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",115
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,114
Restaurant,Risk 2 (Medium),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,113
Restaurant,Risk 3 (Low),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,112
Grocery Store,Risk 1 (High),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",111
Bakery,Risk 1 (High),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",111
Bakery,Risk 1 (High),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",111
Bakery,Risk 2 (Medium),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",111
Grocery Store,Risk 2 (Medium),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,110
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",109
Restaurant,Risk 2 (Medium),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,108
Restaurant,Risk 2 (Medium),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,108
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",108
Bakery,Risk 2 (Medium),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",106
Grocery Store,Risk 2 (Medium),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,106
Restaurant,Risk 2 (Medium),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",104
Childcare / Daycare,Risk 1 (High),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,104
Childcare / Daycare,Risk 1 (High),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",103
Restaurant,Risk 3 (Low),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",102
Long Term Care / Health,Risk 1 (High),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",102
Grocery Store,Risk 2 (Medium),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",102
School,Risk 1 (High),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,102
Grocery Store,Risk 3 (Low),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,101
Restaurant,Risk 2 (Medium),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",101
Childcare / Daycare,Risk 1 (High),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",100
Restaurant,Risk 2 (Medium),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,100
Restaurant,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",100
Bakery,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,100
Bakery,Risk 1 (High),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,100
Long Term Care / Health,Risk 1 (High),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,99
Grocery Store,Risk 2 (Medium),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,99
School,Risk 1 (High),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",99
Grocery Store,Risk 3 (Low),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,99
School,Risk 1 (High),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",99
School,Risk 1 (High),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,98
